0	Car	HK	0-100	KM driven	KM/L	Price	Year	Doors	Motor
5262	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5263	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5264	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5265	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5266	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5267	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5268	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5269	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5270	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5271	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5272	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5273	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5274	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5275	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5276	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5277	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5278	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5279	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5280	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5281	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5282	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5283	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5284	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5285	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5286	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5287	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5288	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5289	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5290	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5291	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5292	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5293	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5294	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5295	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5296	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5297	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5298	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5299	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5300	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5301	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5302	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5303	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5304	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5305	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5306	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5307	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5308	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5309	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5310	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5311	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5312	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5313	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5314	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5315	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5316	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5317	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5318	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5319	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5320	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5321	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5322	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5323	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5324	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5325	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5326	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5327	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5328	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5329	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5330	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5331	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5332	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5333	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5334	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5335	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5336	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5337	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5338	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5339	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5340	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5341	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5342	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5343	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5344	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5345	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5346	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5347	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5348	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5349	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5350	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5351	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5352	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5353	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5354	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5355	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5356	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5357	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5358	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5359	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5360	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5361	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5362	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5363	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5364	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5365	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5366	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5367	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5368	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5369	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5370	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5371	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5372	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5373	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5374	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5375	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5376	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5377	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5378	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5379	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5380	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5381	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5382	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5383	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5384	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5385	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5386	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5387	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5388	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5389	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5390	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5391	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5392	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5393	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5394	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5395	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5396	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5397	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5398	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5399	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5400	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5401	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5402	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5403	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5404	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5405	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5406	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5407	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5408	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5409	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5410	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5411	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5412	Toyota Aygo	69.0	14.0	41	26.3	89900	2015	5.0	1.0
5413	Mercedes C200	136.0	10.4	43	20.0	229900	2012	4.0	2.2
5414	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5415	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5416	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5417	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5418	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5419	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5420	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5421	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5422	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5423	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5424	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5425	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5426	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5427	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5428	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5429	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5430	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5431	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5432	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5433	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5434	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5435	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5436	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5437	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5438	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5439	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5440	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5441	Toyota Aygo	69.0	14.0	41	26.3	89900	2015	5.0	1.0
5442	Mercedes C200	136.0	10.4	43	20.0	229900	2012	4.0	2.2
5443	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5444	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5445	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5446	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5447	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5448	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5449	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5450	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5451	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5452	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5453	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5454	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5455	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5456	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5457	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5458	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5459	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5460	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5461	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5462	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5463	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5464	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5465	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5466	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5467	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5468	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5469	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5470	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5471	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5472	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5473	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5474	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5475	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5476	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5477	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5478	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5479	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5480	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5481	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5482	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5483	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5484	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5485	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5486	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5487	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5488	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5489	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5490	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5491	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5492	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5493	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5494	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5495	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5496	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5497	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5498	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5499	Toyota Aygo	69.0	14.0	41	26.3	89900	2015	5.0	1.0
5500	Mercedes C200	136.0	10.4	43	20.0	229900	2012	4.0	2.2
5501	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5502	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5503	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5504	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5505	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5506	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5507	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5508	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5509	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5510	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5511	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5512	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5513	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5514	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5515	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5516	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5517	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5518	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5519	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5520	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5521	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5522	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5523	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5524	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5525	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5526	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5527	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5528	Toyota Aygo	69.0	14.0	41	26.3	89900	2015	5.0	1.0
5529	Mercedes C200	136.0	10.4	43	20.0	229900	2012	4.0	2.2
5530	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5531	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5532	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5533	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5534	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5535	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5536	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5537	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5538	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5539	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5540	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5541	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5542	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5543	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5544	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5545	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5546	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5547	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5548	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5549	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5550	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5551	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5552	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5553	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5554	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5555	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5556	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5557	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5558	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5559	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5560	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5561	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5562	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5563	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5564	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5565	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5566	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5567	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5568	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5569	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5570	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5571	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5572	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5573	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5574	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5575	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5576	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5577	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5578	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5579	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5580	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5581	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5582	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5583	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5584	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5585	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5586	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5587	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5588	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5589	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
5590	Peugeot 508	140.0	10.1	174	20.0	129900	2011	5.0	2.0
5591	Opel Astra	110.0	11.0	8	29.4	209900	2017	5.0	1.6
5592	Volvo C30	109.0	11.9	92	20.4	99800	2008	3.0	1.6
5593	Fiat Tipo	120.0	9.8	2	29.4	234800	2017	5.0	1.6
5594	Audi A4	177.0	8.1	51	16.7	359900	2013	5.0	2.0
5595	Peugeot 308	120.0	9.7	61	32.3	199900	2015	5.0	1.6
5596	VW Golf	150.0	8.6	17	19.6	289900	2016	5.0	1.4
5597	Kia Ceed	136.0	9.8	4	27.8	189900	2017	5.0	1.6
5598	Ford Mondeo	150.0	10.0	145	20.4	239800	2015	5.0	2.0
5599	BMW 525d	218.0	7.3	57	18.5	459800	2014	5.0	2.0
5600	Renault Clio	90.0	10.59702374779633	8	23.8	128900	2017	5.0	0.9
5601	Ford Galaxy	150.0	10.9	3	20.0	399900	2015	5.0	2.0
5602	Renault Clio	75.0	15.4	9	17.9	119900	2016	5.0	1.2
5603	Renault Scenic	110.0	12.5	117	24.4	114900	2012	5.0	1.5
5604	Nissan Qashqai	115.0	10.6	11	17.9	239900	2017	5.0	1.2
5605	Mazda 2	90.0	9.4	7	22.2	166000	2017	5.0	1.5
5606	Dodge Journey	185.0	10.59702374779633	164	9.7	159900	2008	5.0	2.7
5607	Ford C	125.0	11.4	21	19.6	228888	2017	5.0	1.0
5608	Renault Megane	110.0	10.5	26	14.5	149800	2014	5.0	1.6
5609	Toyota Auris	136.0	10.9	39	20.80671996761461	199800	2014	5.0	1.8
5610	VW Up	75.0	13.9	9	22.2	114900	2014	5.0	1.0
5611	Hyundai i40	141.0	10.8	8	21.7	299900	2017	5.0	1.7
5612	Audi S6	420.0	4.7	85	10.3	749900	2012	5.0	4.0
5613	Citroën C5	110.0	14.0	177	20.0	114800	2011	5.0	1.6
5614	Mazda 2	90.0	9.4	11	22.2	166000	2017	5.0	1.5
5615	Toyota Aygo	69.0	14.0	41	26.3	89900	2015	5.0	1.0
5616	Mercedes C200	136.0	10.4	43	20.0	229900	2012	4.0	2.2
5617	Mazda 3	120.0	8.9	3	19.6	239900	2017	5.0	2.0
5618	VW Passat	105.0	12.5	99	22.7	164900	2011	5.0	1.6
5619	Suzuki Swift	90.0	12.3	31	23.3	109900	2015	5.0	1.2
5620	Mercedes B200	136.0	9.5	118	22.7	199900	2012	5.0	1.8
